endpoint_group,sex,age_group,vacc_status,event_count
CVT_SVT,Male,75-80,PB_27+,NA
CVT_SVT,Male,75-80,Unvaccinated,6
CVT_SVT,Male,80-85,Unvaccinated,NA
CVT_SVT,Male,85-90,Unvaccinated,NA
any_itp,Female,15-20,AZ_27+,NA
any_itp,Female,15-20,PB_21-27,NA
any_itp,Female,15-20,PB_27+,14
any_itp,Female,15-20,Unvaccinated,43
any_itp,Female,20-25,AZ_27+,10
any_itp,Female,20-25,AZ_7-13,NA
any_itp,Female,20-25,PB_14-20,NA
any_itp,Female,20-25,PB_27+,22
any_itp,Female,20-25,Unvaccinated,52
any_itp,Female,25-30,AZ_27+,7
any_itp,Female,25-30,PB_0-6,NA
any_itp,Female,25-30,PB_14-20,NA
any_itp,Female,25-30,PB_27+,38
any_itp,Female,25-30,Unvaccinated,66
any_itp,Female,30-35,AZ_0-6,NA
any_itp,Female,30-35,AZ_27+,19
any_itp,Female,30-35,AZ_7-13,NA
any_itp,Female,30-35,PB_14-20,NA
any_itp,Female,30-35,PB_21-27,NA
any_itp,Female,30-35,PB_27+,72
any_itp,Female,30-35,PB_7-13,6
any_itp,Female,30-35,Unvaccinated,183
any_itp,Female,35-40,AZ_14-20,NA
any_itp,Female,35-40,AZ_27+,17
any_itp,Female,35-40,PB_21-27,NA
any_itp,Female,35-40,PB_27+,43
any_itp,Female,35-40,Unvaccinated,106
any_itp,Female,40-45,AZ_0-6,NA
any_itp,Female,40-45,AZ_14-20,NA
any_itp,Female,40-45,AZ_21-27,NA
any_itp,Female,40-45,AZ_27+,46
any_itp,Female,40-45,PB_27+,30
any_itp,Female,40-45,Unvaccinated,72
any_itp,Female,45-50,AZ_0-6,NA
any_itp,Female,45-50,AZ_27+,51
any_itp,Female,45-50,PB_27+,19
any_itp,Female,45-50,Unvaccinated,88
any_itp,Female,50-55,AZ_0-6,NA
any_itp,Female,50-55,AZ_14-20,NA
any_itp,Female,50-55,AZ_21-27,NA
any_itp,Female,50-55,AZ_27+,84
any_itp,Female,50-55,AZ_7-13,NA
any_itp,Female,50-55,PB_0-6,NA
any_itp,Female,50-55,PB_14-20,NA
any_itp,Female,50-55,PB_27+,87
any_itp,Female,50-55,Unvaccinated,169
any_itp,Female,55-60,AZ_0-6,NA
any_itp,Female,55-60,AZ_14-20,NA
any_itp,Female,55-60,AZ_21-27,NA
any_itp,Female,55-60,AZ_27+,91
any_itp,Female,55-60,AZ_7-13,NA
any_itp,Female,55-60,PB_14-20,NA
any_itp,Female,55-60,PB_21-27,NA
any_itp,Female,55-60,PB_27+,20
any_itp,Female,55-60,PB_7-13,NA
any_itp,Female,55-60,Unvaccinated,122
any_itp,Female,60-65,AZ_0-6,NA
any_itp,Female,60-65,AZ_14-20,NA
any_itp,Female,60-65,AZ_21-27,NA
any_itp,Female,60-65,AZ_27+,215
any_itp,Female,60-65,AZ_7-13,NA
any_itp,Female,60-65,PB_0-6,NA
any_itp,Female,60-65,PB_27+,31
any_itp,Female,60-65,Unvaccinated,162
any_itp,Female,65-70,AZ_0-6,NA
any_itp,Female,65-70,AZ_21-27,NA
any_itp,Female,65-70,AZ_27+,108
any_itp,Female,65-70,AZ_7-13,NA
any_itp,Female,65-70,PB_27+,63
any_itp,Female,65-70,Unvaccinated,154
any_itp,Female,70-75,AZ_0-6,NA
any_itp,Female,70-75,AZ_14-20,5
any_itp,Female,70-75,AZ_27+,102
any_itp,Female,70-75,AZ_7-13,NA
any_itp,Female,70-75,PB_0-6,NA
any_itp,Female,70-75,PB_21-27,NA
any_itp,Female,70-75,PB_27+,107
any_itp,Female,70-75,Unvaccinated,193
any_itp,Female,75-80,AZ_14-20,NA
any_itp,Female,75-80,AZ_27+,95
any_itp,Female,75-80,AZ_7-13,NA
any_itp,Female,75-80,PB_0-6,NA
any_itp,Female,75-80,PB_21-27,NA
any_itp,Female,75-80,PB_27+,73
any_itp,Female,75-80,PB_7-13,NA
any_itp,Female,75-80,Unvaccinated,143
any_itp,Female,80-85,AZ_14-20,NA
any_itp,Female,80-85,AZ_21-27,NA
any_itp,Female,80-85,AZ_27+,123
any_itp,Female,80-85,AZ_7-13,NA
any_itp,Female,80-85,PB_27+,13
any_itp,Female,80-85,Unvaccinated,118
any_itp,Female,85-90,AZ_14-20,NA
any_itp,Female,85-90,AZ_21-27,NA
any_itp,Female,85-90,AZ_27+,88
any_itp,Female,85-90,PB_27+,8
any_itp,Female,85-90,Unvaccinated,76
any_itp,Female,90+,AZ_14-20,NA
any_itp,Female,90+,AZ_27+,41
any_itp,Female,90+,PB_27+,11
any_itp,Female,90+,Unvaccinated,62
any_itp,Male,15-20,AZ_27+,NA
any_itp,Male,15-20,PB_14-20,NA
any_itp,Male,15-20,PB_27+,12
any_itp,Male,15-20,Unvaccinated,27
any_itp,Male,20-25,AZ_27+,NA
any_itp,Male,20-25,PB_0-6,NA
any_itp,Male,20-25,PB_21-27,NA
any_itp,Male,20-25,PB_27+,13
any_itp,Male,20-25,Unvaccinated,17
any_itp,Male,25-30,AZ_27+,7
any_itp,Male,25-30,PB_0-6,NA
any_itp,Male,25-30,PB_27+,13
any_itp,Male,25-30,PB_7-13,NA
any_itp,Male,25-30,Unvaccinated,35
any_itp,Male,30-35,AZ_27+,9
any_itp,Male,30-35,PB_27+,16
any_itp,Male,30-35,Unvaccinated,60
any_itp,Male,35-40,AZ_27+,18
any_itp,Male,35-40,PB_27+,13
any_itp,Male,35-40,Unvaccinated,43
any_itp,Male,40-45,AZ_0-6,NA
any_itp,Male,40-45,AZ_14-20,NA
any_itp,Male,40-45,AZ_27+,72
any_itp,Male,40-45,PB_0-6,NA
any_itp,Male,40-45,PB_14-20,NA
any_itp,Male,40-45,PB_27+,8
any_itp,Male,40-45,Unvaccinated,67
any_itp,Male,45-50,AZ_14-20,NA
any_itp,Male,45-50,AZ_27+,47
any_itp,Male,45-50,PB_27+,29
any_itp,Male,45-50,Unvaccinated,73
any_itp,Male,50-55,AZ_0-6,NA
any_itp,Male,50-55,AZ_14-20,NA
any_itp,Male,50-55,AZ_21-27,NA
any_itp,Male,50-55,AZ_27+,90
any_itp,Male,50-55,PB_14-20,NA
any_itp,Male,50-55,PB_21-27,NA
any_itp,Male,50-55,PB_27+,15
any_itp,Male,50-55,Unvaccinated,110
any_itp,Male,55-60,AZ_0-6,NA
any_itp,Male,55-60,AZ_21-27,NA
any_itp,Male,55-60,AZ_27+,112
any_itp,Male,55-60,PB_27+,20
any_itp,Male,55-60,Unvaccinated,149
any_itp,Male,60-65,AZ_0-6,NA
any_itp,Male,60-65,AZ_14-20,NA
any_itp,Male,60-65,AZ_21-27,6
any_itp,Male,60-65,AZ_27+,175
any_itp,Male,60-65,AZ_7-13,NA
any_itp,Male,60-65,PB_0-6,NA
any_itp,Male,60-65,PB_27+,36
any_itp,Male,60-65,Unvaccinated,150
any_itp,Male,65-70,AZ_0-6,NA
any_itp,Male,65-70,AZ_14-20,NA
any_itp,Male,65-70,AZ_27+,103
any_itp,Male,65-70,PB_0-6,NA
any_itp,Male,65-70,PB_27+,72
any_itp,Male,65-70,PB_7-13,NA
any_itp,Male,65-70,Unvaccinated,182
any_itp,Male,70-75,AZ_14-20,NA
any_itp,Male,70-75,AZ_27+,132
any_itp,Male,70-75,AZ_7-13,NA
any_itp,Male,70-75,PB_21-27,NA
any_itp,Male,70-75,PB_27+,112
any_itp,Male,70-75,Unvaccinated,216
any_itp,Male,75-80,AZ_0-6,NA
any_itp,Male,75-80,AZ_14-20,NA
any_itp,Male,75-80,AZ_21-27,NA
any_itp,Male,75-80,AZ_27+,219
any_itp,Male,75-80,AZ_7-13,NA
any_itp,Male,75-80,PB_27+,89
any_itp,Male,75-80,PB_7-13,NA
any_itp,Male,75-80,Unvaccinated,210
any_itp,Male,80-85,AZ_0-6,NA
any_itp,Male,80-85,AZ_14-20,NA
any_itp,Male,80-85,AZ_27+,175
any_itp,Male,80-85,PB_14-20,NA
any_itp,Male,80-85,PB_27+,34
any_itp,Male,80-85,PB_7-13,NA
any_itp,Male,80-85,Unvaccinated,130
any_itp,Male,85-90,AZ_27+,104
any_itp,Male,85-90,AZ_7-13,NA
any_itp,Male,85-90,PB_27+,6
any_itp,Male,85-90,Unvaccinated,81
any_itp,Male,90+,AZ_14-20,NA
any_itp,Male,90+,AZ_27+,31
any_itp,Male,90+,PB_27+,NA
any_itp,Male,90+,Unvaccinated,20
